;;;;;;;;;;;;;;;;;;
;[Microeletrônica Geral] Matriz Instrucional;;   CH Total Síncrona (h):;9:00;Atenção: Não é necessário preencher manualmente a tabela ao lado. Todos os valores serão calculados e atualizados automaticamente por meio das fórmulas já configuradas.;;;;;;;;;;;;;
;2;FSM (Máquinas de Estado Finito): Mealy e Moore;Idem.;2;Incluir um guia passo a passo para o projeto de FSMs, desde a criação do diagrama de estados até a implementação do código. O objetivo é oferecer um material completo que permita aos alunos desenvolver FSMs mais complexas de forma independente.;;Idem.;Ebook;1;0;200;0;AVA;Não prevista;Não prevista;;Idem.;Idem.
;2;FSM (Máquinas de Estado Finito): Mealy e Moore;Idem.;3;Preparar o monitor para guiar os alunos na implementação prática de uma FSM em SystemVerilog. O objetivo é que o monitor ajude a resolver problemas comuns de lógica e estados, garantindo que o aluno consiga projetar e simular uma FSM funcional.;;Idem.;Plano de Aula;1;180;0;1;Plataforma de videoconferência;Não prevista;Não prevista;;Idem.;Idem.
;;FSM (Máquinas de Estado Finito): Mealy e Moore;;;;;;Vídeo aula (roteiro;;;;;;;Atividade Aberta;;;
;;;;;;;;;;;;;;;;;;
;3;Considerações de Clock, Simulação e Análise Temporal Básica;Estudar os impactos da miniaturização dos dispositivos e os novos desafios do projeto. Abordar os conceitos de temporização, como clock, setup/hold, skew e race condition. Apresentar como realizar a simulação lógica para verificar o comportamento do circuito e como fazer uma análise temporal básica para garantir que o circuito funcione corretamente em alta velocidade.;1;Focar nos conceitos de sincronização de clock, setup/hold, skew e race condition. O objetivo é que os alunos entendam a importância da temporização em projetos digitais síncronos e os desafios que surgem com a miniaturização dos dispositivos.;Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Vídeo aula (roteiro;1;0;60;1;AVA;Quiz;Não prevista;;0 - 10;Ao final do capítulo, feedback via ferramenta de tarefas.
;3;Considerações de Clock, Simulação e Análise Temporal Básica;Idem.;1;Focar nos conceitos de sincronização de clock, setup/hold, skew e race condition. O objetivo é que os alunos entendam a importância da temporização em projetos digitais síncronos e os desafios que surgem com a miniaturização dos dispositivos.;Idem.;Idem.;Slide;1;0;0;0;AVA;Não prevista;Não prevista;;Idem.;Idem.
;3;Considerações de Clock, Simulação e Análise Temporal Básica;Idem.;2; Fornecer uma seção detalhada sobre a teoria da análise estática de tempo (STA) e as melhores práticas de projeto para evitar problemas de temporização. O objetivo é aprofundar o conhecimento técnico dos alunos sobre a verificação de projetos digitais.;Idem.;Idem.;Ebook;1;0;0;0;AVA;Não prevista;Não prevista;;Idem.;Idem.
;3;Considerações de Clock, Simulação e Análise Temporal Básica;Idem.;3;Preparar o monitor para conduzir a análise de um relatório de tempo e identificar falhas de setup ou hold. O objetivo é que os alunos compreendam o impacto do atraso do sinal no circuito.;Idem.;Idem.;Plano de Aula;1;180;0;1;Plataforma de videoconferência;Não prevista;Não prevista;;Idem.;Idem.
;;Considerações de Clock, Simulação e Análise Temporal Básica;;;;;;Vídeo aula (roteiro;;;;;;;Atividade Aberta;;;
;;;;;;;;;;;;;;;;;;
