;;;;;;;;;;;;;;;;;;
;[Microeletrônica Geral] Matriz Instrucional;;   CH Total Síncrona (h):;15:00;Atenção: Não é necessário preencher manualmente a tabela ao lado. Todos os valores serão calculados e atualizados automaticamente por meio das fórmulas já configuradas.;;;;;;;;;;;;;
;2;ASIC FLOW 2;Este capítulo aborda a Síntese de Lógica Combinacional, que é a ponte entre a descrição de alto nível (RTL) e o netlist físico de portas. A discussão inicia com a otimização de expressões booleanas, explorando técnicas como a minimização e a fatoração algébrica para reduzir a área e a complexidade da lógica. Em seguida, o texto detalha o processo de mapeamento tecnológico (Technology Mapping), que traduz o circuito otimizado para a biblioteca de células padrão específica da fundição, analisando os trade-offs de velocidade e área em cada porta. Por fim, o capítulo enfatiza a Verificação Formal de Equivalência (Formal Equivalence Checking), explorando a aplicação da lógica booleana para garantir, de forma matemática, que as transformações implementadas preservem o comportamento funcional original do sistema, o que é um passo indispensável para o Design Closure de chips complexos.;1;Desenvolver a capacidade dos alunos de analisar e otimizar a complexidade lógica de um circuito, aplicando técnicas de minimização e fatoração algébrica para reduzir a área e o atraso. Capacitar para utilizar algoritmos de mapeamento tecnológico para traduzir o circuito otimizado à biblioteca de células padrão, balanceando as restrições de velocidade versus área. Por fim, garantir a proficiência na Verificação Formal de Equivalência (Formal Equivalence Checking) e nos fundamentos da lógica booleana, assegurando a correção funcional e a integridade do projeto após todas as fases de síntese e otimização.;Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Vídeo aula (roteiro;3;0;180;4;AVA;Não prevista;Quiz;;0 - 10;Ao final do capítulo, feedback via ferramenta de tarefas.
;2;ASIC FLOW 2;idem;1;idem;Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Slide;3;0;0;0;AVA;Não prevista;Não prevista;;0 - 10;idem
;2;ASIC FLOW 2;idem;2;"Proporcionar a complementação do conteúdo por meio de encontros síncronos com o tutor,
permitindo que os alunos esclareçam dúvidas surgidas nas videoaulas do capítulo 19.";Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Plano de Aula;1;180;0;1;Plataforma de videoconferência;Não prevista;Não prevista;;0 - 10;idem
;3;ASIC FLOW 3;Este capítulo aborda a alocação de células (placement) no layout digital, detalhando a etapa global de posicionamento, o refinamento do placement e a correção legal, além de apresentar avanços recentes em técnicas de posicionamento para otimização de desempenho e área. Também trata da análise estática de tempo (STA), explorando modelos de atraso em níveis lógicos, a verificação de atrasos em circuitos combinacionais e a análise temporal em circuitos sequenciais, incluindo o impacto de variações de processo, tensão e temperatura sobre o funcionamento do projeto.;1;Desenvolver a capacidade dos alunos de compreender e aplicar técnicas de alocação de células no layout digital, desde o posicionamento global até o refinamento e a correção legal, incorporando práticas e avanços recentes da área. Capacitar para realizar análise estática de tempo (STA), utilizando modelos de atraso para verificar circuitos combinacionais e sequenciais, considerando efeitos de variações de processo, tensão e temperatura, de modo a assegurar a confiabilidade e o desempenho do projeto.;Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Vídeo aula (roteiro;5;0;300;4;AVA;Não prevista;Quiz;;0 - 10;Ao final do capítulo, feedback via ferramenta de tarefas.
;3;ASIC FLOW 3;idem;1;idem;Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Slide;5;0;0;0;AVA;Não prevista;Não prevista;;0 - 10;idem
;3;ASIC FLOW 3;idem;2;"Proporcionar a complementação do conteúdo por meio de encontros síncronos com o tutor,
permitindo que os alunos esclareçam dúvidas surgidas nas videoaulas do capítulo 19.";Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Plano de Aula;1;180;0;1;Plataforma de videoconferência;Não prevista;Não prevista;;0 - 10;idem
;4;ASIC FLOW 4;Este capítulo aborda o roteamento em projetos digitais, apresentando técnicas para conexões simples e multinet, análise de congestionamento, avaliação de atraso e slew, bem como estratégias específicas para o roteamento de sinais de clock. São discutidas também abordagens modernas de interconexão para otimizar desempenho e integridade do sinal. Em seguida, explora-se o gate sizing, incluindo modelos de atraso e algoritmos práticos para dimensionamento de portas lógicas, visando o balanceamento entre velocidade, consumo de energia e área ocupada no chip.;1;Desenvolver a capacidade dos alunos de compreender e aplicar técnicas de roteamento, desde conexões simples até redes multinets, avaliando congestionamento, atraso, slew e implementando estratégias eficientes para roteamento de clock e interconexões modernas. Capacitar para utilizar métodos de gate sizing, aplicando modelos de atraso e algoritmos práticos para otimizar desempenho, consumo e área em projetos digitais.;Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Vídeo aula (roteiro;5;0;300;4;AVA;Não prevista;Quiz;;0 - 10;Ao final do capítulo, feedback via ferramenta de tarefas.
;4;ASIC FLOW 4;idem;1;idem;Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Slide;5;0;0;0;AVA;Não prevista;Não prevista;;0 - 10;idem
;4;ASIC FLOW 4;idem;2;"Proporcionar a complementação do conteúdo por meio de encontros síncronos com o tutor,
permitindo que os alunos esclareçam dúvidas surgidas nas videoaulas do capítulo 19.";Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Plano de Aula;1;180;0;1;Plataforma de videoconferência;Não prevista;Não prevista;;0 - 10;idem
;5;ASIC FLOW 5;Este capítulo apresenta uma visão integrada do design de circuitos integrados, unificando o fluxo de design closure no nível do chip com a abordagem sistêmica de Chip-Package Co-design. A abordagem detalha as práticas de implementação, desde a descrição RTL até o roteamento e as otimizações finais, como a Síntese de Árvore de Clock (CTS), que garantem a robustez do projeto. A discussão expande-se para a interação do chip com o sistema, explicando como a metodologia de co-design colaborativo entre chip, encapsulamento e placa é crucial para resolver desafios complexos de integridade de sinal e potência. São exploradas, ainda, as tecnologias de encapsulamento avançado 2.5D/3D e a fase de Pathfinding como estratégias indispensáveis para otimizar o desempenho, o custo e a confiabilidade do produto final.;1;Capacitar os alunos para conduzir o processo de design closure de forma integrada, desde o RTL até a verificação final, considerando a metodologia de Chip-Package Co-design como parte essencial do fluxo. Desenvolver a habilidade de analisar e resolver desafios sistêmicos, como integridade de sinal e gerenciamento de potência, aplicando otimizações no nível do chip (incluindo CTS e mitigação de variabilidade) e do encapsulamento (utilizando tecnologias 2.5D/3D). O objetivo é assegurar que as restrições de custo, desempenho e confiabilidade sejam atendidas para garantir a robustez e a qualidade do produto final.;Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Vídeo aula (roteiro;4;0;240;4;AVA;Não prevista;Quiz;;0 - 10;Ao final do capítulo, feedback via ferramenta de tarefas.
;5;ASIC FLOW 5;idem;1;idem;Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Slide;4;0;0;0;AVA;Não prevista;Não prevista;;0 - 10;idem
;5;ASIC FLOW 5;idem;2;"Proporcionar a complementação do conteúdo por meio de encontros síncronos com o tutor,
permitindo que os alunos esclareçam dúvidas surgidas nas videoaulas do capítulo 19.";Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Plano de Aula;1;180;0;1;Plataforma de videoconferência;Não prevista;Não prevista;;0 - 10;idem
;5;ASIC FLOW 5;;;;;;Vídeo aula (roteiro;1;;60;1;AVA;Atividade Aberta;Não prevista;;0 - 10;idem
